PageName,StudyGroup,EntryDate,UserName,Comment,bigrams,most_probable_topic,topic_terms,topic_probability
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:22:37pm EDT,ChStPierre,"Certainly viewing the video multiple times has a huge benefit\, all the while listening for different purposes.  This was our first exposure to productive talk this week and  focusing on this angle was helpful. I found it easier to identify scientific practices.<br /><br />The most illuminating step for me was reviewing the transcript of Mathais&#039;s explanation. I would revise my original thinking.","['certainly', 'viewing_video', 'multiple_times', 'huge', 'benefit', 'listening', 'different', 'purposes', 'first', 'exposure', 'productive_talk', 'week', 'focusing', 'angle', 'helpful', 'found', 'easier', 'identify', 'scientific_practices', 'illuminating_step', 'reviewing', 'transcript', 'mathais', 'explanation', 'would', 'revise', 'original', 'thinking']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.9710416793823242
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:22:47pm EDT,SamMiller,"After viewing the video three times I was interested to see how by putting on a different &quot;lens&quot; while watching\, it helped change what I actually internalized from the video. For example\, the first time I watched it\, I was very focused on the productive talk and how the students and teacher were engaging in those discussion norms. I didn&#039;t notice any of the scientific practices that time around. It took watching it the second time with a new &quot;lens&quot; that really showed me there is a lot you can get out of just one clip when you are looking for different pieces. I found those viewings the most meaningful. When we focused on the one student&#039;s turn\, it wasn&#039;t as illuminating for me\, however it was a great reminder that we do need to pay attention to our individual students and not project our thinking or understanding onto them. Other students\, especially in the younger grades\, are happy to help you understand each other&#039;s thinking and they can usually understand each other better as they have a similar perspective to each other that is very different from your perspective as the teacher. ","['viewing_video', 'three_times', 'interested', 'see', 'putting', 'different', 'lens', 'watching', 'helped', 'change', 'actually', 'internalized', 'video', 'example', 'first_time', 'watched', 'focused', 'productive_talk', 'students', 'teacher', 'engaging', 'discussion', 'norms', 'notice', 'scientific_practices', 'time', 'around', 'took', 'watching', 'second_time', 'new', 'lens', 'really', 'showed', 'lot', 'get', 'one', 'clip', 'looking', 'different', 'pieces', 'found', 'viewings', 'meaningful', 'focused', 'one_student', 'turn', 'illuminating', 'however', 'great', 'reminder', 'need', 'pay', 'attention', 'individual', 'students', 'project', 'thinking', 'understanding', 'onto', 'students', 'especially', 'younger', 'grades', 'happy', 'help', 'understand', 'thinking', 'usually', 'understand', 'better', 'similar', 'perspective', 'different', 'perspective', 'teacher']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9890710115432739
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:23:24pm EDT,JuWilliamson,The productive talk and analyzing the transcript of an individual student&#039;s response were the most beneficial for me as a teacher.  I was able to look more closely at my own teaching practices and see where I might want to be more aware and work to improve classroom discussion.  It was also interesting for me to see how a response can be broken down and looked at more closely for depth and understanding and to make sure misunderstandings in interpretation can be made.,"['productive_talk', 'analyzing', 'transcript', 'individual', 'student', 'response', 'beneficial', 'teacher', 'able', 'look', 'closely', 'teaching', 'practices', 'see', 'might', 'want', 'aware', 'work', 'improve', 'classroom_discussion', 'also', 'interesting', 'see', 'response', 'broken', 'looked', 'closely', 'depth', 'understanding', 'make_sure', 'misunderstandings', 'interpretation', 'made']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.9753233790397644
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:24:04pm EDT,AnDavenport,"I thought it was very beneficial to set a purpose for each viewing. I liked being able to focus on one  aspect of the discussion at a time and it helped me to identify more easily each practice or or component of the lesson. In step one I was clearly able to observe that norms had been established for sharing and talking\, and that all students seemed to be engaged.<br /><br /><br /><br />During the 2nd viewing I was only paying attention to the scientific reasoning being demonstrated in the conversation. It was helpful to have the list of practices handy to evaluate as I went<br /><br /><br /><br />For me\, the most illuminating step\, though\, was focusing on Mathias&#039;s conclusion.  In day to day teaching it is hard to analyze individual oral responses in such depth. I became aware that even if a student has trouble expressing his thoughts\, it does not mean he has no grasped the concepts.  This has inspired to do more close listening to each of my students when they are speaking and to try reflecting to them what I heard.","['thought', 'beneficial', 'set', 'purpose', 'viewing', 'liked', 'able', 'focus', 'one', 'aspect', 'discussion', 'time', 'helped', 'identify', 'easily', 'practice', 'component', 'lesson', 'step', 'one', 'clearly', 'able', 'observe', 'norms', 'established', 'sharing', 'talking', 'students', 'seemed', 'engaged', '2nd', 'viewing', 'paying_attention', 'scientific', 'reasoning', 'demonstrated', 'conversation', 'helpful', 'list', 'practices', 'handy', 'evaluate', 'went', 'illuminating_step', 'though', 'focusing', 'mathias', 'conclusion', 'day', 'day', 'teaching', 'hard', 'analyze', 'individual', 'oral', 'responses', 'depth', 'became', 'aware', 'even', 'student', 'trouble_expressing', 'thoughts', 'mean', 'grasped', 'concepts', 'inspired', 'close', 'listening', 'students', 'speaking', 'try', 'reflecting', 'heard']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.9888013601303101
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:24:25pm EDT,KaHeath,"By spending time focusing on each individual step I was able to see the multi-dimensional learning and teaching that is involved with NGSS. The step that I have found the most helpful to discuss this unit has been focusing in on one student&rsquo;s thoughts. At first I found Mathais wording somewhat confusing\, but after listening to him speak multiple times and rereading his words\, I was able to decipher what it is that he was saying. Although I cannot play back every conversation I have with students multiple times\, I think it is important to really push and question student reasoning. It is important for me to remind myself that NGSS lessons are meant to be a process that  is based on experiencing a phenomena. Overtime students will slowly build upon and develop their schemas.","['spending', 'time', 'focusing', 'individual', 'step', 'able', 'see', 'multi', 'dimensional', 'learning', 'teaching', 'involved', 'ngss', 'step', 'found', 'helpful', 'discuss', 'unit', 'focusing_one', 'student', 'rsquo', 'thoughts', 'first', 'found', 'mathais', 'wording', 'somewhat', 'confusing', 'listening', 'speak', 'multiple_times', 'rereading', 'words', 'able', 'decipher', 'saying', 'although', 'play', 'back', 'every', 'conversation', 'students', 'multiple_times', 'think', 'important', 'really', 'push', 'question', 'student', 'reasoning', 'important', 'remind', 'ngss', 'lessons', 'meant', 'process', 'based', 'experiencing', 'phenomena', 'overtime', 'students', 'slowly', 'build', 'upon', 'develop', 'schemas']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.8706250786781311
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:24:44pm EDT,BiMullen,"By looking at the 3 different ways of viewing at the video\, it gave me 3 concrete\, but different\, things to look for. It reminded me just how much is happening in each discussion. and the importance of striving to fit all the pieces together.<br /><br />The first step\, focusing on productive talk\, was most eyeopening for me. We all realize how important this discussion time is\, but by breaking it down like we did\, it was really powerful to see how much is happening in such a short amount of time. It also reenforces how we can use these techniques across the curriculum.","['looking', '3_different', 'ways', 'viewing_video', 'gave', '3', 'concrete', 'different', 'things', 'look', 'reminded', 'much', 'happening', 'discussion', 'importance', 'striving', 'fit', 'pieces', 'together', 'first', 'step', 'focusing_productive', 'talk', 'eyeopening', 'realize', 'important', 'discussion', 'time', 'breaking', 'like', 'really', 'powerful', 'see', 'much', 'happening', 'short', 'amount', 'time', 'also', 'reenforces', 'use', 'techniques', 'across', 'curriculum']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.9790344834327698
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20822 NH SAU 15 Cohort 3,2019-06-28 14:25:07pm EDT,PaSkinner,"Productive talk in general is a great tool to have in the classroom.  it allows classroom discussions to be pulled away from a teacher directed lesson and more to a student led one\,  The evidence shows that the students can respectfully take the lead in the classroom with few cues from the teacher.  With the student who may have a difficulty sharing ideas clearly\, they can still show that they understand the concepts being taught.","['productive_talk', 'general', 'great', 'tool', 'classroom', 'allows', 'classroom_discussions', 'pulled', 'away', 'teacher', 'directed', 'lesson', 'student', 'led', 'one', 'evidence', 'shows', 'students', 'respectfully', 'take', 'lead', 'classroom', 'cues', 'teacher', 'student', 'may', 'difficulty', 'sharing', 'ideas', 'clearly_still', 'show', 'understand', 'concepts', 'taught']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.9759908318519592
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:05:53pm EDT,PaCafasso,"I suspect that Mathias may not have agreed with the rest of his group.  He switches from &quot;we&quot; statements to &quot;I&quot; statements.  I&#039;m not convinced that he agrees with his initial statement that it is the volume that determines the water level.  On the other hand\, he may get it \, and maybe someone in his group disagreed.  I&#039;m just not sure.","['suspect', 'mathias', 'may', 'agreed', 'rest', 'group', 'switches', 'statements', 'statements', 'convinced', 'agrees', 'initial', 'statement', 'volume', 'determines', 'water_level', 'hand', 'may', 'get', 'maybe', 'someone', 'group', 'disagreed', 'sure']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9665307402610779
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:06:13pm EDT,KaLacroix,Mathais states at the very beginning that it is the volume that makes the water go up and not the weight because the volume is the same but the weight is different. Everything else is him trying to explain his answer.,"['mathais', 'states', 'beginning', 'volume', 'makes_water', 'go', 'weight_volume', 'weight', 'different', 'everything', 'else', 'trying', 'explain', 'answer']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.9440787434577942
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:08:14pm EDT,RaHunton,"How did the three different steps help you see more\, in different ways?: The three steps allowed us to continue to hone our norm-observant discussion. We remained objective to the point where we were able to use our individual noticings to not only evaluate the productivity of the class discussion...but the content of the student&rsquo;s answer as well.<br /><br />Which step was the most illuminating for you?  Why?: I found the Slowing Down and Stopping Time step most illuminating because I can see how it would be SO easy\, in a busy classroom setting\, to overlook the way Mathias delivered his conclusion and assume that he did not understand and that you would move on and circle back to him after the discussion. However\, we were able to objectively dissect his answer to show his misconceptions and underlying understanding. <br /><br />","['three_different', 'steps_help', 'see', 'different_ways', 'three_steps', 'allowed_us', 'continue', 'hone', 'norm', 'observant', 'discussion', 'remained', 'objective', 'point', 'able', 'use', 'individual', 'noticings', 'evaluate', 'productivity', 'class_discussion', 'content', 'student', 'rsquo', 'answer', 'well', 'step_illuminating', 'found', 'slowing', 'stopping', 'time', 'step_illuminating', 'see', 'would', 'easy', 'busy', 'classroom', 'setting', 'overlook', 'way', 'mathias', 'delivered', 'conclusion', 'assume', 'understand', 'would', 'move', 'circle', 'back', 'discussion', 'however', 'able', 'objectively', 'dissect', 'answer', 'show', 'misconceptions', 'underlying', 'understanding']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.7782872915267944
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:09:11pm EDT,ElMasure,"The important part for me was when we focused on Mathias&#039;s turn.  It was interesting to see how his explanation could be interpreted different ways.  It was very valuable to use the transcript\, individual thinking\, and group discussion to really discover and understand what he was trying to say.","['important', 'part', 'focused', 'mathias', 'turn', 'interesting', 'see', 'explanation', 'could', 'interpreted', 'different_ways', 'valuable', 'use', 'transcript', 'individual', 'thinking', 'group_discussion', 'really', 'discover', 'understand', 'trying_say']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9617816209793091
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:18:03pm EDT,SeCarroll,"Initially\, I focused on the teacher&#039;s insistence on having the students address each other directly.  Instinctively\, I thought this to be a risky strategy that would raise the stakes of each interaction and discourage honest discussion and risk-taking.  Indeed\, if the students were not accustomed to this open talk style of class\, it may have been off-putting.  However\, the practice of directly addressing peers seems to force students to more carefully choose their words and support their counterclaims with legitimate evidence and/or reasoning.  If the discussion ran through the teacher\, then the counterclaims would still exist\, but they may not be as tactful or well-supported.  I see this all the time in the classroom\, in which a student will disagree with something a peer had just said\, but addresses the disagreement to the teacher\, and this never seems to go over well\, because everybody knows exactly what is really going on.<br /><br />As for Mathias\, he seems to get caught up in a moment of ambition.  If he simply stated his group&#039;s position\, his message would have been much clearer.  By attempting to justify this position\, he begins to get bogged down in hypothetical clauses about volume and weight.  If the delivery had been more efficient\, you would have been able to detect much clearer evidence of his group&#039;s practices.<br /><br />I found &quot;Focusing on productive talk in general&quot; to be the most illuminating activity\, since I feel that all teachers already conditioned to evaluate students for evidence of understanding.  The harder part\, to me\, is facilitating an effective student-centered group talk lesson.","['initially', 'focused', 'teacher', 'insistence', 'students', 'address', 'directly', 'instinctively', 'thought', 'risky', 'strategy', 'would', 'raise', 'stakes', 'interaction', 'discourage', 'honest', 'discussion', 'risk', 'taking', 'indeed', 'students', 'accustomed', 'open', 'talk', 'style', 'class', 'may', 'putting', 'however', 'practice', 'directly', 'addressing', 'peers', 'seems', 'force', 'students', 'carefully', 'choose', 'words', 'support', 'counterclaims', 'legitimate', 'evidence', 'and/or', 'reasoning', 'discussion', 'ran', 'teacher', 'counterclaims', 'would', 'still', 'exist', 'may', 'tactful', 'well', 'supported', 'see', 'time', 'classroom', 'student', 'disagree', 'something', 'peer', 'said', 'addresses', 'disagreement', 'teacher', 'never', 'seems', 'go', 'well', 'everybody', 'knows', 'exactly', 'really', 'going', 'mathias', 'seems', 'get', 'caught', 'moment', 'ambition', 'simply', 'stated', 'group', 'position', 'message', 'would', 'much', 'clearer', 'attempting', 'justify', 'position', 'begins', 'get', 'bogged', 'hypothetical', 'clauses', 'volume_weight', 'delivery', 'efficient', 'would', 'able', 'detect', 'much', 'clearer', 'evidence', 'group', 'practices', 'found', 'focusing_productive', 'talk_general', 'illuminating', 'activity', 'since', 'feel', 'teachers', 'already', 'conditioned', 'evaluate', 'students', 'evidence', 'understanding', 'harder', 'part', 'facilitating', 'effective', 'student', 'centered', 'group', 'talk', 'lesson']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9937168955802917
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 15:42:13pm EDT,BeDonohue,"I feel that ultimately Mathias did understand the concept that he was trying to describe.  Initially he uses the word &quot;we&quot; .  I think that he was presenting his groups finding and so felt confident.  Later in the transcript\, he uses the word &quot;I&quot; and stuttering becomes more frequent.  I believe that this was the section where he was trying to describe his personal understandings.  It was harder for him to put his thoughts in order as he was trying to talk and think at the same time.  If you remove many of the stutters and repeated words\, it becomes more clear that he does understand volume and even tries to make a comparison at the end.","['feel', 'ultimately', 'mathias', 'understand_concept', 'trying', 'describe', 'initially', 'uses_word', 'think', 'presenting', 'groups', 'finding', 'felt', 'confident', 'later', 'transcript', 'uses_word', 'stuttering', 'becomes', 'frequent', 'believe', 'section', 'trying', 'describe', 'personal', 'understandings', 'harder', 'put', 'thoughts', 'order', 'trying', 'talk', 'think', 'time', 'remove', 'many', 'stutters', 'repeated', 'words', 'becomes', 'clear', 'understand', 'volume', 'even', 'tries', 'make', 'comparison', 'end']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9828570485115051
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 17:55:04pm EDT,SuPribis,"Focusing on productive talk in general helped me see an overview of the conversation while looking at the interactions between the students and between students and teacher. Focusing on the evidence of scientific practices helped me to see the specifics of the conversation content and to notice how widely the practices were being demonstrated. Focusing in on one student&#039;s turn was the most illuminating for me. Even though we don&#039;t have the luxury of a transcript and a room full of colleagues to help us examine student thinking\, I think the review Mathais&#039;s message really hit home. I need to take more time (even when time&#039;s short!) to dig into student answers to fully evaluate their understanding and misconceptions.","['focusing_productive', 'talk_general', 'helped_see', 'overview', 'conversation', 'looking', 'interactions', 'students', 'students', 'teacher', 'focusing_evidence', 'scientific_practices', 'helped_see', 'specifics', 'conversation', 'content', 'notice', 'widely', 'practices', 'demonstrated', 'focusing_one', 'student_turn', 'illuminating', 'even_though', 'luxury', 'transcript', 'room', 'full', 'colleagues', 'help', 'us', 'examine', 'student', 'thinking', 'think', 'review', 'mathais', 'message', 'really', 'hit', 'home', 'need', 'take_time', 'even', 'time', 'short', 'dig', 'student', 'answers', 'fully', 'evaluate', 'understanding', 'misconceptions']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9844517111778259
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 18:08:55pm EDT,JoRay,"Initially\, I believed that Mathias did not get the scientific concept. However\, by reviewing the transcript and watching again\, my view changed. I believe he was stating the consensus of his group in the beginning and as he tried to elaborate\, he got lost in his own thoughts and did not use terms of weight and volume in the intended manner\, based on the group understanding. This may represent his lack of understanding when asked to explain\, but more likely\, difficulty at this grade level in verbalizing phenomena when in the spotlight. He may have been aided in this by asking him the other group members to support the explanation. It&#039;s concerning that only after dissecting the transcript did we come to the general consensus that he did understand\, but was stumbling when asked to comment. ","['initially', 'believed', 'mathias', 'get', 'scientific', 'concept', 'however', 'reviewing', 'transcript', 'watching', 'view', 'changed', 'believe', 'stating', 'consensus', 'group', 'beginning', 'tried', 'elaborate', 'got', 'lost', 'thoughts', 'use', 'terms', 'weight_volume', 'intended', 'manner', 'based', 'group', 'understanding', 'may', 'represent', 'lack', 'understanding', 'asked', 'explain', 'likely', 'difficulty', 'grade', 'level', 'verbalizing', 'phenomena', 'spotlight', 'may', 'aided', 'asking', 'group_members', 'support', 'explanation', 'concerning', 'dissecting', 'transcript', 'come', 'general', 'consensus', 'understand', 'stumbling', 'asked', 'comment']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.9859622120857239
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 18:16:38pm EDT,ChOrsmond,"How did the three different steps help you see more\, in different ways?<br /><br /><br /><br />These three different angles practiced together reminded me of the importance of analysis through multiple means.  Analyzing productive talk and scientific practices can help us see the parallels and the opportunity to synchronize the two for maximum effectiveness in the classroom.  Additionally\, using these analyses in addition to the hyper focused analysis of Mathias&#039; turn reminded me of how a broad analysis and a hyper focused analysis can compliment one another.  Too often we will use one form of analysis but forget that they can be used in tandem.<br /><br /><br /><br />Which step was the most illuminating for you?  Why? <br /><br /><br /><br />Focusing in on Mathias&#039; turn was very illuminating for me.  This discussion illuminated the need\, as a teacher\, to analyze what is truly present in the writing and to be careful about projecting what we interpret to be there.  In the end\, this interpretation may be correct\, however we first need to analyze the nuts and bolts of the statement.  This is a fascinating topic in general because communication of scientific ideas is often a skill that scientists need the most work on.  Their communication can become cloistered to the scientific world and inaccessible to the world at large.  The more we practice concise and precise language\, verbal and written\, the stronger our communication skills become.  Ultimately\, this practice supports the essence of what science is really about\, understanding the world around us and sharing that knowledge with the world at large.  ","['three_different', 'steps_help', 'see', 'different_ways', 'three_different', 'angles', 'practiced', 'together', 'reminded_importance', 'analysis', 'multiple', 'means', 'analyzing', 'productive_talk', 'scientific_practices', 'help', 'us_see', 'parallels', 'opportunity', 'synchronize', 'two', 'maximum', 'effectiveness', 'classroom', 'additionally', 'using', 'analyses', 'addition', 'hyper', 'focused', 'analysis', 'mathias', 'turn_reminded', 'broad', 'analysis', 'hyper', 'focused', 'analysis', 'compliment', 'one_another', 'often', 'use', 'one', 'form', 'analysis', 'forget', 'used', 'tandem', 'step_illuminating', 'focusing', 'mathias', 'turn', 'illuminating', 'discussion', 'illuminated', 'need', 'teacher', 'analyze', 'truly', 'present', 'writing', 'careful', 'projecting', 'interpret', 'end', 'interpretation', 'may', 'correct', 'however', 'first', 'need', 'analyze', 'nuts', 'bolts', 'statement', 'fascinating', 'topic', 'general', 'communication', 'scientific', 'ideas', 'often', 'skill', 'scientists', 'need', 'work', 'communication', 'become', 'cloistered', 'scientific', 'world', 'inaccessible', 'world', 'large', 'practice', 'concise', 'precise', 'language', 'verbal', 'written', 'stronger', 'communication', 'skills', 'become', 'ultimately', 'practice', 'supports', 'essence', 'science', 'really', 'understanding', 'world', 'around', 'us', 'sharing', 'knowledge', 'world', 'large']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.6892233490943909
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 18:19:10pm EDT,LiDillingham,"By watching the video three times\, we were able to isolate our thinking to the parameters provided which allowed us to narrow our focus.  For instance\, while focusing on the productive talk\, I keyed on the HOW the students and teacher were communicating as opposed to WHAT the discussion was about.  We have spent so much of our time working with the science and engineering practices\, it was nice to focus on the classroom discussion.  <br /><br /><br /><br />When it came time to watch the individual student\, Mathias\, I could focus in on his understanding of the science concept that was being taught.  Hearing Mathias a third time (and getting to re-read his words)\, offered me the chance to slow down and pick apart his ideas to make sense what he was trying to say.  During the first view\, although not my focus\, I wasn&rsquo;t quite sure Mathias was &ldquo;getting it&rdquo;.  However\, by closing in just on his words\, I was able to work through his thinking and came to the conclusion that he did have an understanding of the concept.<br /><br /><br /><br />Although painful at first to watch more than once\, the video of Mathias&rsquo; explanation was the most illuminating.  First\, he pushed through what appeared to be a challenge to him.  He knew he was stumbling through\, but he kept at it\, and his peers allowed him to share his complete thought.  Second\, being able to break down what Mathias was saying allowed me the opportunity to understanding his thinking process.  In the classroom\, when I come across students who struggle verbalizing their thinking\, like Mathias\, I am trying to listen and comprehend what&rsquo;s being said\, but it becomes very difficult.  I work hard to make sure my body language does not show my confusion because I want that student to continue to the practice of sharing with the class.  At the same time\, I have a hard time determining if the understanding is correct.  However\, despite all of this\, I do love when students notice the awkwardness of the situation and &ldquo;come to the rescue&rdquo; with wording that makes it clearer for everyone\, including myself.<br /><br />","['watching_video', 'three_times', 'able', 'isolate', 'thinking', 'parameters', 'provided', 'allowed_us', 'narrow', 'focus', 'instance', 'focusing_productive', 'talk', 'keyed', 'students', 'teacher', 'communicating', 'opposed', 'discussion', 'spent', 'much', 'time', 'working', 'science_engineering', 'practices', 'nice', 'focus', 'classroom_discussion', 'came', 'time', 'watch', 'individual', 'student', 'mathias', 'could', 'focus', 'understanding', 'science', 'concept', 'taught', 'hearing', 'mathias', 'third_time', 'getting', 'read', 'words', 'offered', 'chance', 'slow', 'pick', 'apart', 'ideas', 'make_sense', 'trying_say', 'first', 'view', 'although', 'focus', 'rsquo', 'quite', 'sure', 'mathias', 'ldquo', 'getting', 'rdquo', 'however', 'closing', 'words', 'able', 'work', 'thinking', 'came', 'conclusion', 'understanding', 'concept', 'although', 'painful', 'first', 'watch', 'video', 'mathias', 'rsquo', 'explanation', 'illuminating', 'first', 'pushed', 'appeared', 'challenge', 'knew', 'stumbling', 'kept', 'peers', 'allowed', 'share', 'complete', 'thought', 'second', 'able_break', 'mathias', 'saying', 'allowed', 'opportunity', 'understanding', 'thinking', 'process', 'classroom', 'come', 'across', 'students_struggle', 'verbalizing', 'thinking', 'like', 'mathias', 'trying', 'listen', 'comprehend', 'rsquo', 'said', 'becomes', 'difficult', 'work', 'hard', 'make_sure', 'body', 'language', 'show', 'confusion', 'want', 'student', 'continue', 'practice', 'sharing', 'class', 'time', 'hard', 'time', 'determining', 'understanding', 'correct', 'however', 'despite', 'love', 'students', 'notice', 'awkwardness', 'situation', 'ldquo', 'come', 'rescue', 'rdquo', 'wording', 'makes', 'clearer', 'everyone', 'including']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9592852592468262
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 18:43:53pm EDT,JiForward,"Mathais thinks that the volume of the cube is what is causing the water level to rise.  He has difficulty saying this\, but he explains that because the weights are different they can&#039;t be to blame since the water level is the same\, not different. ","['mathais', 'thinks', 'volume', 'cube', 'causing', 'water_level', 'rise', 'difficulty', 'saying', 'explains', 'weights_different', 'blame', 'since', 'water_level', 'different']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9475584626197815
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,20823 NH NHSTA Bow Cohort 2,2019-07-10 19:58:41pm EDT,GaKearns,I think looking at the three different steps allowed me see how much is included inside a true science talk/discussion.  There is a lot of science practices and it was great to see how the productive talk can help foster those practices.  In focusing in on one student&#039;s turn shows how difficult it is to talk about science off the cuff and I wonder how giving students a chance to write down their thoughts or first do a think pair share might allow their public talking to be more understandable.<br /><br /><br /><br />The most illuminating step was looking at the productive talk.  I think that is the most difficult to implement in the classroom and it is great to see master teachers in the classroom using these practices.,"['think', 'looking', 'three_different', 'steps_allowed', 'see', 'much', 'included', 'inside', 'true', 'science', 'talk/discussion', 'lot', 'science_practices', 'great', 'see', 'productive_talk', 'help', 'foster', 'practices', 'focusing_one', 'student_turn', 'shows', 'difficult', 'talk', 'science', 'cuff', 'wonder', 'giving', 'students', 'chance', 'write', 'thoughts', 'first', 'think', 'pair', 'share', 'might', 'allow', 'public', 'talking', 'understandable', 'illuminating_step', 'looking', 'productive_talk', 'think', 'difficult', 'implement', 'classroom', 'great', 'see', 'master', 'teachers', 'classroom', 'using', 'practices']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.985017716884613
